0	0	0	0.38274	-1.443478	0.538024	-0.003341	0.003274	0.04996
0	0.009995	1	-0.107167	-1.513465	0.887958	-0.005175	0.00321	0.040221
0	0.019989	2	0.102793	-2.423293	0.118103	0.000868	0.016728	0.046126
0	0.029999	3	-0.387115	-2.143346	0.048116	-0.004691	-0.002809	0.055941
0	0.039993	4	-0.667062	-1.933386	0.468037	-0.004472	0.001116	0.050115
0	0.049988	5	-0.387115	-1.863399	0.328063	-0.002493	0.002932	0.044275
0	0.059998	6	0.312754	-1.723425	-0.231831	-0.000368	-0.008382	0.057931
0	0.069992	7	0.452727	-1.443478	0.048116	-0.002215	-0.004196	0.042294
0	0.080002	8	0.102793	-2.633254	0.18809	0.005802	-0.005948	0.050117
0	0.089996	9	-0.387115	-1.583452	0.677997	0.007917	-0.015494	0.046213
0	0.099991	10	-0.387115	-2.423293	0.18809	0.006016	-0.009325	0.048142
0	0.110001	11	0.102793	-1.233518	0.39805	0.002194	-0.005136	0.053984
0	0.119995	12	0.032806	-2.213333	1.307879	-0.005313	-0.005006	0.063785
0	0.12999	13	-1.086983	-2.28332	1.657813	-0.00136	-0.006939	0.054025
0	0.139999	14	-0.317128	-1.653439	1.377865	0.000904	-0.004945	0.044304
0	0.149994	15	0.102793	-2.913201	1.797786	0.003109	-0.008638	0.057993
0	0.159988	16	-1.15697	-2.353307	2.637628	0.007307	-0.002831	0.046327
0	0.169998	17	-0.457101	-2.843214	2.497655	-0.000141	-0.000948	0.04444
0	0.179993	18	-0.947009	-1.793412	2.637628	0.007805	-0.006783	0.052271
0	0.190002	19	-0.247141	-2.843214	2.287694	0.000383	0.003027	0.050375
0	0.199997	20	-1.36693	-1.583452	2.077734	0.000599	0.004791	0.052383
0	0.209991	21	-0.527088	-2.143346	2.847589	0.006801	0.002816	0.066111
0	0.220001	22	-0.597075	-2.843214	2.007747	0.001349	0.008535	0.052519
0	0.229996	23	-1.296943	-2.073359	1.797786	-0.00209	0.004458	0.040892
0	0.23999	24	-0.597075	-1.863399	2.007747	0.009923	0.012049	0.052681
0	0.25	25	-0.107167	-1.933386	1.7278	0.012053	0.006088	0.050766
0	0.259995	26	-1.296943	-2.213333	1.237892	0.012238	0.011812	0.048857
0	0.269989	27	0.17278	-2.703241	0.538024	0.018176	0.011743	0.060595
0	0.279999	28	-1.086983	-2.353307	0.747984	0.010625	0.009573	0.052847
0	0.289993	29	-1.016996	-3.333122	0.18809	0.005095	0.021068	0.064641
0	0.299988	30	-0.317128	-1.933386	0.258076	0.012985	0.001445	0.05685
0	0.309998	31	0.17278	-2.913201	0.328063	0.013263	0.011097	0.060812
0	0.319992	32	0.732674	-1.443478	-0.161845	0.011448	0.016959	0.064739
0	0.330002	33	-0.107167	-3.473096	-0.021871	0.009772	0.005169	0.058931
0	0.339996	34	0.242767	-3.473096	-0.091858	0.019738	0.003344	0.055042
0	0.349991	35	0.592701	-3.82303	0.118103	0.019967	0.011251	0.060927
0	0.360001	36	0.662688	-3.123162	-0.511779	0.018214	0.015278	0.058991
